수집날짜,발행날짜,키워드매칭,기사제목,링크,출처,미디어타입,비고
2026-04-02,2026-04-01,프리뷰,"[1일 프리뷰] 송승기, LG의 개막 3연패 끊을까 - osen.co.kr",https://news.google.com/rss/articles/CBMiU0FVX3lxTE4zMC1JUlFEcDZNRFdxRU5CUnYzNmd5alZkakY1YXNOdTM3RVktNkRRYnMyWDlBc0lEa0pxX09wVzdMLXUzblNmOHlKV25GN3dOdk4w?oc=5,osen.co.kr,Portal,
2026-04-02,2026-04-01,프리뷰,"[BK 프리뷰] PO 마지노선에 선 KCC, 2위 싸움 지속해야 하는 SK - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9QdWgyOF9aYmZFTjhfQTlETzEzWlV3eXhGSVc4aFI1WmwwU0g1WWNVRWlpSVRsTmRsajhoWVhXRk5LVHN3QlctT2I3eTVodUU?oc=5,v.daum.net,Portal,
2026-04-02,2026-04-01,프리뷰,"[JB프리뷰] 허웅의 51점 그 후 58일, SK는 KCC에 설욕할 수 있을까? - v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTE0zUWJVRFN5OXpSdDFTaUJEMFdlNDZnSElRVkN1NUxrWE9aMk9MNXpCb3pKSk9RTlEyYzlhN2FEMmhHUVJwVWc?oc=5,v.daum.net,Portal,
2026-04-02,2026-04-01,프리뷰,"[JB프리뷰] 허웅의 51점 그 후 58일, SK는 KCC에 설욕할 수 있을까? - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBBamM1eXB2NUtFWklLeDNBZmthY21GMlZHekRkLXFfUlhreWR3Qk0xckwxY3hHSzhGLXRNNmpualk2QlZlMWhDZTcyZkI1dmM?oc=5,v.daum.net,Portal,
2026-04-02,2026-04-01,프리뷰,김종민 감독의 자리를 대신하게 된 도로공사 김영래 감독대행 “6kg나 빠졌다. 선수들을 믿겠다. 내가 제일 걱정일 뿐” [김천 CH 1차전 프리뷰] - v.daum.net,https://news.google.com/rss/articles/CBMiRkFVX3lxTE1nR0N1dzZxRW0zZEdxMHdkY0ZMemo0dlRwaHlTazRYbTdwcGdYQ3pZZnBrTzdtSzVWRUVwNFNwOHAzMS0wbnc?oc=5,v.daum.net,Portal,
2026-04-02,2026-04-01,프리뷰,"도저히 예측 불가...대한민국 넘버1 대한항공과 정지석이냐, 현대캐피탈과 허수봉이냐 [챔프전 프리뷰] - v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE45Wkl5MVNEdWh2NHJBS3owUkhyc2FZb2FKVVJvTENJNXduSWdha2hXYW96eXRCMEcyd1ZIQjZuakstOGRldjJkdkpBRlBkSkU?oc=5,v.daum.net,Portal,
2026-04-02,2026-04-01,프리뷰,챔프전 앞둔 GS칼텍스 이영택 감독 “도로공사가 멤버 구성이 우위인 건 사실…모마를 최대한 흔들겠다” [김천 CH 1차전 프리뷰] - v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTE03c3dIb0g3LW9LekRZNk5OOW4zTTRjWVEzWUF5YU5mWU9zTnpfWXpjYUw3YkxpRmJmTWJXOV83SjJNUXJNWHN0OXFqM1Ffa00?oc=5,v.daum.net,Portal,
2026-04-02,2026-04-01,프리뷰,"[BK 프리뷰] PO 마지노선에 선 KCC, 2위 싸움 지속해야 하는 SK",https://basketkorea.com/news/newsview.php?ncode=1065617287918182,네이버 뉴스,Portal,
2026-04-02,2026-04-01,프리뷰,[H리그 프리뷰] ‘전승 우승’ 향한 SK의 집념과 ‘4위 사수’ 필사의 사...,https://www.mk.co.kr/article/12004739,네이버 뉴스,Portal,
2026-04-02,2026-04-01,프리뷰,"[JB프리뷰] 허웅의 51점 그 후 58일, SK는 KCC에 설욕할 수 있을까?",https://m.sports.naver.com/basketball/article/065/0000295455,네이버 뉴스,Portal,
2026-04-02,2026-04-01,프리뷰,[마켓 프리뷰] 국내증시 4%대 급락…금융위기 이후 원화가치 최저치,https://biz.sbs.co.kr/article_hub/20000301195?division=NAVER,네이버 뉴스,Portal,
2026-04-02,2026-04-01,프리뷰,나라도 구사마도 100억 넘겼다…서울옥션 367억 경매가 남긴 것,https://view.asiae.co.kr/article/2026040114165330838,네이버 뉴스,Portal,
2026-04-02,2026-04-01,프리뷰,스크림 7-다시 돌아온 현대 공포영화의 전설[시네프리뷰],https://weekly.khan.co.kr/article/202604010600021,네이버 뉴스,Portal,
2026-04-02,2026-04-01,프리뷰,"엔비디아, DLSS 4.5 6배 멀티 프레임 생성 지원",https://zdnet.co.kr/view/?no=20260401102107,네이버 뉴스,Portal,
2026-04-02,2026-04-01,프리뷰,"엔비디아, DLSS 4.5 다이내믹 멀티 프레임 생성과 6배 멀티 프레임 생성...",https://gamefocus.co.kr/detail.php?number=174842,네이버 뉴스,Portal,
2026-04-02,2026-04-01,프리뷰,"엔씨, '아이온2' 시즌3 4월8일 도입…밸런스 TF팀도 구성",http://game.dailyesports.com/view.php?ud=20260401123031893143da15d9d2_26,네이버 뉴스,Portal,
2026-04-02,2026-04-01,프리뷰,"피로도 줄이고, 소통은 늘린다 …엔씨 '아이온2', 시즌 3 대격변 예고",https://www.youthdaily.co.kr/news/article.html?no=216568,네이버 뉴스,Portal,
2026-04-02,2026-04-01,프리뷰,[H리그 프리뷰] '전승 우승' 향한 SK의 집념과 '4위 사수' 필사의 사투 펼쳐진다 - 네이트 스포츠,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1GSC1mT0ZGVHdVUEFwOThSSlBtMU9uMDUtZHhkSFUwNHMzY211UHRXcF9xd3VVYkh2ZzR3U1FHU1E0anFFY1g2UGxoY3lISWY4eXFkbEQyZGx3WXBS?oc=5,네이트 스포츠,Portal,
2026-04-02,2026-04-01,프리뷰,"[BK 프리뷰] PO 마지노선에 선 KCC, 2위 싸움 지속해야 하는 SK - 바스켓코리아",https://news.google.com/rss/articles/CBMid0FVX3lxTE05a2JOcnYwTzlXMkdjc1VYME13RU92UjFEQjdBMG9BcVl2cTNHSVZwTXZhU1JVLWJOcU53SE1DT0pQQnNTenNrb2ZoVGhuTUpzVlo5ODFWNVI1bmVpLXFuUEd5NlhmQm1iRF9yeTdrRDJNdFRkYmZn?oc=5,바스켓코리아,Portal,
2026-04-02,2026-04-01,프리뷰,[프리뷰] 전설의 귀환과 불펜 잔혹사 - 브런치,https://news.google.com/rss/articles/CBMiU0FVX3lxTE1wTGxONDQzSlNvOF9xTmoySmxVQUlXQkNnRVowd1FIb2dHXzlxem9udmhuV3BtRmRfQl91c0ZablMzUVNFTXBScG55VlFMN2lpenJz?oc=5,브런치,Portal,
2026-04-02,2026-04-01,프리뷰,"창원시립교향악단, 제373회 정기연주회 ‘교향악축제 프리뷰’ 개최 - 웹이코노미",https://news.google.com/rss/articles/CBMickFVX3lxTE1lZDRZRnQ2Wm9fTEtldWtFX21TUzI0Rzdzc0x1eXM4X3NqY3h0eGRDbzVrTTBJRTEwNU1CcHNoWkZzM2V1eFU1VnhFLW5iWjAwekt5X1RCSjNFMkozVERmVXdMMzAyMm5GZGpBejg3MkI3dw?oc=5,웹이코노미,Portal,
2026-04-02,2026-04-01,프리뷰,"[4월 서울 전시 프리뷰] 액자를 벗어난 예술, 내 방의 '브랜드'가 되다… H.아트브릿지 《Art to Brand》展 - 유스연합",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5ZcGFrbVIxcS1hRWlDZk5kcGhNZjU5aWQ4S3JsOFl5ZF9BZXIwMUZRVzBmUE91U2YxZUdFS0t4RVJYOFE0ajR4STBXczdrV2Zicnc?oc=5,유스연합,Portal,
